기준년월,순위번호,도서명정보,저자명정보,출판사명,출판년도,권수(권),도서이미지URL
2023-05,245,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,50,https://image.aladin.co.kr/product/26192/73/cover/8950993155_1.jpg
2023-05,248,공정하다는 착각 :능력주의는 모두에게 같은 기회를 제공하는가,마이클 샌델 지음 ;함규진 옮김,미래엔,2020,,https://image.aladin.co.kr/product/25470/6/cover/k092633826_1.jpg
2023-05,249,흔한남매 수수께끼 어드벤처 2,"흔한남매 (원작), 노지영 (글), 도니패밀리 (그림), 흔한컴퍼니, 정재형 (감수)",미래엔아이세움,2023,2,https://image.aladin.co.kr/product/31033/55/cover/k112831415_1.jpg
2023-05,250,"살 때, 팔 때, 벌 때 =여의도 닥터둠 강영현이 공개하는 진격의 주식 투자 타이밍 /Timing to buy, sell, make a fortune",강영현 지음,21세기북스(북이십일 21세기북스),2023,,https://image.aladin.co.kr/product/31166/14/cover/8950960664_1.jpg
2023-05,251,H마트에서 울다,미셸 자우너 지음 ;정혜윤 옮김,문학동네,2022,,https://image.aladin.co.kr/product/28962/10/cover/8954683371_1.jpg
2023-05,251,저주토끼 (리커버),정보라 (지은이),아작,2022,,https://image.aladin.co.kr/product/29084/68/cover/k122836656_1.jpg
2023-05,253,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,27,https://image.aladin.co.kr/product/31080/70/cover/8950934558_1.jpg
2023-05,254,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,애나 렘키 지음 ;김두완 옮김,흐름출판,2022,,https://image.aladin.co.kr/product/29125/5/cover/8965965047_1.jpg
2023-05,255,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,21,https://image.aladin.co.kr/product/27838/91/cover/895099660x_1.jpg
2023-05,255,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,16,https://image.aladin.co.kr/product/25169/0/cover/8950991721_1.jpg
2023-05,257,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,7,https://image.aladin.co.kr/product/14923/28/cover/s232533665_1.jpg
2023-05,258,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,57,https://bookthumb-phinf.pstatic.net/cover/015/873/01587343.jpg?type=m1&udate=20060308
2023-05,259,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,14,https://image.aladin.co.kr/product/30147/49/cover/k172839381_1.jpg
2023-05,260,역사의 쓸모 :자유롭고 떳떳한 삶을 위한 22가지 통찰,최태성 지음,다산북스,2019,,https://image.aladin.co.kr/product/19433/93/cover/k152635416_1.jpg
2023-05,261,내 멋대로 선생님 뽑기,최은옥 글 ;김무연 그림,김영사,2022,,https://image.aladin.co.kr/product/29463/46/cover/8934974362_1.jpg
2023-05,262,"어느 날, 내 죽음에 네가 들어왔다",세이카 료겐 지음 ;김윤경 옮김,바이포엠 스튜디오,2022,,https://image.aladin.co.kr/product/29396/69/cover/k402837513_1.jpg
2023-05,262,브라질에 비가 내리면 스타벅스 주식을 사라 :경제의 큰 흐름에서 기회를 잡는 매크로 투자 가이드,피터 나바로 지음 ;이창식 옮김,에프엔미디어,2022,,https://image.aladin.co.kr/product/29298/59/cover/k342837406_1.jpg
2023-05,264,영어책 한 권 외워봤니? :딱 한 권만 넘으면 영어 울렁증이 사라진다,김민식 지음,위즈덤하우스,2017,,http://image.aladin.co.kr/product/10010/27/cover/8960863130_2.jpg
2023-05,265,소크라테스 익스프레스 :철학이 우리 인생에 스며드는 순간,에릭 와이너 지음 ;김하현 옮김,어크로스(어크로스출판그룹),2021,,https://image.aladin.co.kr/product/27025/39/cover/k822730528_1.jpg
2023-05,266,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,8,https://image.aladin.co.kr/product/25020/81/cover/k782632928_1.jpg
2023-05,267,파친코 :이민진 장편소설,지은이: 이민진 ;옮긴이: 신승미,인플루엔셜,2022,2,https://image.aladin.co.kr/product/29496/41/cover/k192838537_1.jpg
2023-05,268,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2022,14,https://shopping-phinf.pstatic.net/main_3734388/37343888620.20230121071430.jpg
2023-05,269,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,2020,1,https://image.aladin.co.kr/product/24259/63/cover/k192630572_1.jpg
2023-05,270,외사랑,저자: 히가시노 게이고 ;옮긴이: 민경욱,소미미디어,2022,,https://image.aladin.co.kr/product/30149/75/cover/k642839488_1.jpg
2023-05,270,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,1,https://image.aladin.co.kr/product/21422/84/cover/8950983680_1.jpg
2023-05,272,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,31,https://image.aladin.co.kr/product/30522/25/cover/8950941562_2.jpg
2023-05,273,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,2021,3,https://image.aladin.co.kr/product/30178/38/cover/8936448269_1.jpg
2023-05,273,화이트 러시 =White rush,저자: 히가시노 게이고 ;옮긴이: 민경욱,소미미디어,2023,,https://image.aladin.co.kr/product/30884/52/cover/k282831381_1.jpg
2023-05,275,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,13,https://image.aladin.co.kr/product/29623/62/cover/k142838372_1.jpg
2023-05,276,설민석의 세계사 대모험 15 - 몽골 편 : 칭기즈 칸의 꿈,"설민석, 김정욱 (지은이), 박성일 (그림), 김장구 (감수)",단꿈아이,2022,15,https://image.aladin.co.kr/product/30700/93/cover/k312830945_1.jpg
2023-05,277,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,1,https://bookthumb-phinf.pstatic.net/cover/180/322/18032266.jpg?type=m1&udate=20210413
2023-05,278,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,11,https://image.aladin.co.kr/product/31064/81/cover/k092831526_1.jpg
2023-05,279,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,북이십일,2022,1,https://image.aladin.co.kr/product/30382/14/cover/8950942402_1.jpg
2023-05,279,기분이 태도가 되지 말자 - 감정조절이 필요한 당신을 위한 책,김수현 (지은이),하이스트,2022,,https://image.aladin.co.kr/product/30571/67/cover/k892830719_1.jpg
2023-05,281,어떻게 말해줘야 할까 :오은영의 현실밀착 육아회화,글: 오은영 ;그림: 차상미,김영사,2020,,https://image.aladin.co.kr/product/25313/30/cover/8934986654_1.jpg
2023-05,282,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,6,https://image.aladin.co.kr/product/24741/87/cover/k622631613_1.jpg
2023-05,283,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,22,https://image.aladin.co.kr/product/28374/25/cover/8950997517_1.jpg
2023-05,283,바다가 들리는 편의점,마치다 소노코 지음 ;황국영 옮김,바이포엠 스튜디오,2023,,https://shopping-phinf.pstatic.net/main_3878746/38787460621.20230320201202.jpg
2023-05,285,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,49,https://image.aladin.co.kr/product/25166/28/cover/8950989808_1.jpg
2023-05,286,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,2,https://bookthumb-phinf.pstatic.net/cover/134/954/13495493.jpg?type=m1&udate=20180411
2023-05,286,(오은영의) 화해 :상처받은 내면의 나와 마주하는 용기,오은영 지음,대성,2019,,https://image.aladin.co.kr/product/17678/50/cover/8997396870_1.jpg
2023-05,288,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,2021,2,https://image.aladin.co.kr/product/28183/78/cover/k082835775_1.jpg
2023-05,289,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,1,https://image.aladin.co.kr/product/26868/14/cover/k042730302_1.jpg
2023-05,290,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,1,https://bookthumb-phinf.pstatic.net/cover/132/700/13270005.jpg?type=m1&udate=20180406
2023-05,291,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,8,https://image.aladin.co.kr/product/16868/13/cover/k532534979_1.jpg
2023-05,292,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,5,https://image.aladin.co.kr/product/17424/71/cover/8950978350_2.jpg
2023-05,292,신기한 맛 도깨비 식당 4,"김용세, 김병섭 (지은이), 센개 (그림)",꿈터,2023,4,https://image.aladin.co.kr/product/31281/45/cover/k392832472_1.jpg
2023-05,294,둥실이네 떡집,김리리 글 ;김이랑 그림,비룡소,2022,,https://image.aladin.co.kr/product/29298/67/cover/8949162180_1.jpg
2023-05,295,정재승의 인간 탐구 보고서 11 - 인간을 울고 웃게 만드는 스트레스,"정재은 (글), 김현민 (그림), 정재승 (기획), 이고은 (자문)",아울북,2023,11,https://image.aladin.co.kr/product/31358/71/cover/8950949776_1.jpg
2023-05,295,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,6,https://image.aladin.co.kr/product/17950/53/cover/8950979314_1.jpg
2023-05,297,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,4,https://image.aladin.co.kr/product/22692/88/cover/k942636037_1.jpg
2023-05,298,(정재승의) 인간 탐구 보고서,"글: 정재은,그림: 김현민",북이십일,2019,8,https://image.aladin.co.kr/product/28540/48/cover/8950983141_1.jpg
2023-05,299,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,48,https://image.aladin.co.kr/product/24081/64/cover/8950987740_1.jpg
2023-05,300,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,10,https://image.aladin.co.kr/product/30609/34/cover/k112830619_1.jpg
2023-05,300,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,15,https://image.aladin.co.kr/product/24688/46/cover/8950989069_1.jpg
2023-05,300,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,7,https://image.aladin.co.kr/product/18740/97/cover/8950980215_1.jpg
2023-05,300,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,1,https://image.aladin.co.kr/product/11839/63/cover/8950971364_2.jpg
2023-05,304,(정재승의) 인간 탐구 보고서,"글: 정재은,그림: 김현민",북이십일,2019,3,https://image.aladin.co.kr/product/23727/62/cover/8950983095_1.jpg
2023-05,305,하쿠다 사진관 :허태연 장편소설,지은이: 허태연,다산북스,2022,,https://image.aladin.co.kr/product/29810/3/cover/k462838212_1.jpg
2023-05,306,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,17,https://image.aladin.co.kr/product/25684/1/cover/8950992833_1.jpg
2023-05,307,장수탕 선녀님,지은이: 백희나,책읽는곰,2012,,https://bookthumb-phinf.pstatic.net/cover/069/922/06992205.jpg?type=m1&udate=20180120
2023-05,308,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,46,https://image.aladin.co.kr/product/20925/63/cover/8950982897_1.jpg
2023-05,308,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,10,https://image.aladin.co.kr/product/20796/92/cover/8950983362_1.jpg
2023-05,310,(내 멋대로) 친구 뽑기,최은옥 글 ;김무연 그림,김영사,2016,,http://image.aladin.co.kr/product/7966/80/cover/8934993480_1.jpg
2023-05,311,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,2020,2,https://image.aladin.co.kr/product/25540/98/cover/k432633325_1.jpg
2023-05,311,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,2,https://image.aladin.co.kr/product/22767/10/cover/8950983699_1.jpg
2023-05,313,선량한 차별주의자,김지혜 지음,창비,2019,,https://image.aladin.co.kr/product/19874/76/cover/8936477196_1.jpg
2023-05,314,(고정욱 선생님이 들려주는) 다정한 말 단단한 말,고정욱 글 ;릴리아 그림,우리학교,2022,,https://image.aladin.co.kr/product/30335/30/cover/k812839334_1.jpg
2023-05,315,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,8,https://image.aladin.co.kr/product/19303/96/cover/8950981157_2.jpg
2023-05,316,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,29,https://image.aladin.co.kr/product/29749/67/cover/895097164x_1.jpg
2023-05,316,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,9,https://image.aladin.co.kr/product/19913/94/cover/8950982188_1.jpg
2023-05,318,최재천의 공부 :어떻게 배우며 살 것인가,"지은이: 최재천,안희경",김영사,2022,,https://image.aladin.co.kr/product/29445/40/cover/8934943459_1.jpg
2023-05,318,"어느 날, 노비가 되었다","글: 지은지,그림: 유영근",지학사,2022,1,https://image.aladin.co.kr/product/30678/26/cover/k082830138_1.jpg
2023-05,320,내 멋대로 반려동물 뽑기,최은옥 글 ;김무연 그림,김영사,2020,,https://image.aladin.co.kr/product/23828/42/cover/8934991992_1.jpg
2023-05,320,할머니의 여름휴가,안녕달,창비,2016,,https://bookthumb-phinf.pstatic.net/cover/107/500/10750051.jpg?type=m1&udate=20170712
2023-05,322,웰씽킹 =부를 창조하는 생각의 뿌리 /Wealthinking,켈리 최 지음,다산북스,2021,,https://image.aladin.co.kr/product/28273/37/cover/k852835990_1.jpg
2023-05,322,팥빙수의 전설 :이지은 그림책,글·그림: 이지은,웅진씽크빅,2019,,https://image.aladin.co.kr/product/19541/74/cover/8901232235_1.jpg
2023-05,324,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,12,https://image.aladin.co.kr/product/22811/8/cover/8950985551_1.jpg
2023-05,325,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2022,12,https://image.aladin.co.kr/product/29862/36/cover/895090568x_1.jpg
2023-05,326,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,18,https://image.aladin.co.kr/product/26211/84/cover/8950993511_1.jpg
2023-05,326,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,5,https://image.aladin.co.kr/product/23704/20/cover/k832638340_1.jpg
2023-05,328,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스 미디어그룹,2016,1,http://image.aladin.co.kr/product/8781/70/cover/8960869643_1.jpg
2023-05,328,"오늘 밤, 세계에서 이 눈물이 사라진다 해도",이치조 미사키 지음 ;김윤경 옮김,바이포엠 스튜디오,2022,,https://bookthumb-phinf.pstatic.net/cover/225/848/22584874.jpg?type=m1&udate=20220714
2023-05,328,천하제일 치킨 쇼,이희정 글 ;김무연 그림,비룡소,2023,,https://image.aladin.co.kr/product/30828/56/cover/8949121999_1.jpg
2023-05,331,건전지 아빠 :전승배·강인숙 그림책,"지은이: 전승배,강인숙",창비,2021,,https://image.aladin.co.kr/product/27569/35/cover/8936455664_1.jpg
2023-05,331,네 기분은 어떤 색깔이니? :최숙희 그림책,최숙희,책읽는곰,2023,,https://image.aladin.co.kr/product/30866/85/cover/k882831576_1.jpg
2023-05,333,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,32,https://image.aladin.co.kr/product/31088/91/cover/8950941570_1.jpg
2023-05,333,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,13,https://image.aladin.co.kr/product/23596/28/cover/8950987007_1.jpg
2023-05,335,알사탕,백희나,책읽는곰,2017,,http://image.aladin.co.kr/product/10586/14/cover/k422530533_1.jpg
2023-05,336,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,47,https://image.aladin.co.kr/product/22947/24/cover/8950984741_1.jpg
2023-05,337,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,7,https://image.aladin.co.kr/product/25811/68/cover/k602736334_1.jpg
2023-05,338,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,1,https://image.aladin.co.kr/product/18731/7/cover/k092635974_1.jpg
2023-05,339,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,2018,14,https://image.aladin.co.kr/product/24075/34/cover/8950987759_1.jpg
2023-05,339,모순 :양귀자 장편소설,지은이: 양귀자,쓰다,2013,,https://bookthumb-phinf.pstatic.net/cover/071/902/07190270.jpg?type=m1&udate=20170801
2023-05,339,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,2,https://image.aladin.co.kr/product/28568/80/cover/k852835146_1.jpg
2023-05,342,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스 미디어그룹,2016,4,http://image.aladin.co.kr/product/10822/59/cover/8960863548_1.jpg
2023-05,342,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,28,https://image.aladin.co.kr/product/29371/55/cover/8950971631_2.jpg
2023-05,344,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,23,https://image.aladin.co.kr/product/27355/46/cover/8950971585_1.jpg
2023-05,344,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,4,https://bookthumb-phinf.pstatic.net/cover/134/404/13440466.jpg?type=m1&udate=20180319
2023-05,346,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,조원재 지음,백도씨,2018,,https://bookthumb-phinf.pstatic.net/cover/138/339/13833956.jpg?type=m1&udate=20180803
2023-05,347,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,4,https://image.aladin.co.kr/product/29958/47/cover/k132838145_1.jpg
2023-05,348,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,2,https://image.aladin.co.kr/product/12308/2/cover/8950971372_1.jpg
2023-05,349,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,45,https://image.aladin.co.kr/product/19184/13/cover/8950980800_1.jpg
2023-05,349,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,3,https://bookthumb-phinf.pstatic.net/cover/132/045/13204504.jpg?type=m1&udate=20180117
2023-05,351,"인스타 브레인 =몰입을 빼앗긴 시대, 똑똑한 뇌 사용법 /Insta brain",안데르스 한센 지음 ;김아영 옮김,동양북스,2020,,https://image.aladin.co.kr/product/23973/11/cover/k422639014_1.jpg
2023-05,351,바삭바삭 갈매기,전민걸 글·그림,한림출판사,2014,,http://image.aladin.co.kr/product/4956/1/cover/8970947272_1.jpg
2023-05,353,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,3,https://image.aladin.co.kr/product/23801/4/cover/8950983702_1.jpg
2023-05,353,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,2021,1,https://image.aladin.co.kr/product/28183/3/cover/8936448099_1.jpg
2023-05,355,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,25,https://image.aladin.co.kr/product/28121/51/cover/8950971607_1.jpg
2023-05,355,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,2,https://image.aladin.co.kr/product/27410/12/cover/k252732559_1.jpg
2023-05,357,두근두근 편의점 :김영진 그림책,지은이: 김영진,책읽는곰,2022,,https://image.aladin.co.kr/product/29252/35/cover/k462837397_1.jpg
2023-05,358,에그박사 9 - 자연 생물 관찰 만화,"에그박사 (지은이), 박송이 (글), 홍종현 (그림), 이승현 (감수)",미래엔아이세움,2023,9,https://image.aladin.co.kr/product/31364/28/cover/k382832808_1.jpg
2023-05,359,쇼코의 미소 :최은영 소설,지은이: 최은영,문학동네,2016,,https://bookthumb-phinf.pstatic.net/cover/107/859/10785953.jpg?type=m1&udate=20180717
2023-05,359,만복이네 떡집,김리리 글 ;이승현 그림,비룡소,2010,354,https://bookthumb-phinf.pstatic.net/cover/062/895/06289560.jpg?type=m1&udate=20180324
2023-05,359,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,4,https://image.aladin.co.kr/product/24688/95/cover/8950983710_1.jpg
2023-05,362,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,2021,3,https://image.aladin.co.kr/product/29020/86/cover/k382836739_1.jpg
2023-05,362,꽁꽁꽁 아이스크림 :윤정주 그림책,윤정주,책읽는곰,2022,,https://image.aladin.co.kr/product/29787/59/cover/k712838601_1.jpg
2023-05,362,세금 내는 아이들,옥효진 글 ;김미연 그림,한경BP,2021,,https://image.aladin.co.kr/product/27324/68/cover/8947547263_1.jpg
2023-05,365,당연하게도 나는 너를,이꽃님 (지은이),우리학교,2023,,https://image.aladin.co.kr/product/31269/43/cover/k872832466_1.jpg
2023-05,366,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2022,11,https://image.aladin.co.kr/product/29326/61/cover/8950900173_1.jpg
2023-05,366,숲속 100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2021,,https://image.aladin.co.kr/product/27611/0/cover/8966351417_1.jpg
2023-05,368,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,12,https://image.aladin.co.kr/product/29088/57/cover/k732837763_1.jpg
2023-05,369,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스 미디어그룹,2016,5,https://bookthumb-phinf.pstatic.net/cover/124/438/12443896.jpg?type=m1&udate=20170818
2023-05,370,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,9,https://image.aladin.co.kr/product/30200/10/cover/k362839391_1.jpg
2023-05,371,무조건 합격하는 암기의 기술 :26살 9개월 만에 사법시험을 패스한 이윤규 변호사의 책 한 권 통째로 씹어먹는 공부법,이윤규 지음,길벗,2023,,https://image.aladin.co.kr/product/30818/89/cover/k382831664_1.jpg
2023-05,372,(정재승의) 인간 탐구 보고서,"글: 정재은,그림: 김현민",북이십일,2019,4,https://image.aladin.co.kr/product/24794/70/cover/8950983109_1.jpg
2023-05,372,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,11,https://image.aladin.co.kr/product/28499/4/cover/k612835620_1.jpg
2023-05,372,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,10,https://image.aladin.co.kr/product/28053/49/cover/k352734532_1.jpg
2023-05,375,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,13,https://image.aladin.co.kr/product/21221/70/cover/8950971488_1.jpg
2023-05,375,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,북이십일,2022,2,https://image.aladin.co.kr/product/30905/80/cover/8950991454_2.jpg
2023-05,377,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,21,https://image.aladin.co.kr/product/26534/15/cover/8950971569_1.jpg
2023-05,377,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스 미디어그룹,2016,6,https://bookthumb-phinf.pstatic.net/cover/130/083/13008346.jpg?type=m1&udate=20171222
2023-05,379,수상한 중고상점 :미치오 슈스케 장편소설,지은이: 미치오 슈스케 ;옮긴이: 김은모,다산북스,2022,,https://image.aladin.co.kr/product/29246/14/cover/k202837297_1.jpg
2023-05,379,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,2020,3,https://image.aladin.co.kr/product/27221/23/cover/k532732295_1.jpg
2023-05,381,정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",북이십일,2021,1,https://image.aladin.co.kr/product/27637/74/cover/8950996502_1.jpg
2023-05,381,"아빠 자판기 :아빠, 사랑, 딸, 놀이",글·그림: 조경희,노란돼지,2021,,https://image.aladin.co.kr/product/26892/42/cover/k322730405_1.jpg
2023-05,381,기분이 태도가 되지 않게 :기분 따라 행동하다 손해 보는 당신을 위한 심리 수업,레몬심리 지음 ;박영란 옮김,웅진씽크빅,2020,,https://image.aladin.co.kr/product/24368/89/cover/8901243652_1.jpg
2023-05,384,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,22,https://image.aladin.co.kr/product/26933/97/cover/8950971577_1.jpg
2023-05,385,튤립 호텔 :김지안 그림책,지은이: 김지안,창비,2022,,https://image.aladin.co.kr/product/29377/21/cover/8936455842_1.jpg
2023-05,386,내 멋대로 나 뽑기,최은옥 글 ;김무연 그림,김영사,2018,,https://image.aladin.co.kr/product/17181/6/cover/8934993863_1.jpg
2023-05,387,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,8,https://image.aladin.co.kr/product/26819/60/cover/k392730291_1.jpg
2023-05,388,채식주의자:한강 연작소설,한강,창비,2007,,https://bookthumb-phinf.pstatic.net/cover/033/094/03309417.jpg?type=m1&udate=20180609
2023-05,388,기분을 관리하면 인생이 관리된다 :김다슬 에세이,지은이: 김다슬,클라우디아,2022,,https://image.aladin.co.kr/product/29206/93/cover/k922837381_1.jpg
2023-05,388,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,24,https://image.aladin.co.kr/product/27793/76/cover/8950971593_1.jpg
2023-05,391,최재천의 동물대탐험 1 : 비글호의 푸른 유령 - 동물들의 숨바꼭질 '의태',"황혜영 (글), 박현미 (그림), 최재천 (기획), 안선영 (해설)",다산어린이,2022,1,https://image.aladin.co.kr/product/30352/28/cover/k332839643_1.jpg
2023-05,391,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2022,10,https://image.aladin.co.kr/product/28762/92/cover/8950993589_1.jpg
2023-05,391,정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",북이십일,2021,5,https://image.aladin.co.kr/product/30771/29/cover/8950996545_1.jpg
2023-05,394,에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,2021,1,https://image.aladin.co.kr/product/27012/15/cover/k012730422_2.jpg
2023-05,394,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,2020,4,https://image.aladin.co.kr/product/28616/52/cover/k482835956_1.jpg
2023-05,394,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,9,https://image.aladin.co.kr/product/27355/50/cover/k982732520_1.jpg
2023-05,397,부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법,엠제이 드마코 지음 ;신소영 옮김,북새통,2013,,https://bookthumb-phinf.pstatic.net/cover/072/907/07290748.jpg?type=m1&udate=20130828
2023-05,397,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,2017,26,https://image.aladin.co.kr/product/28555/5/cover/8950971615_1.jpg
2023-05,397,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,2021,2,https://image.aladin.co.kr/product/28910/83/cover/893644817x_1.jpg
